"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main.x","n_offres","sector_main","avg_req_exp","top_skill_req","avg_wage","addr_dept_main.y"
"chu de rennes",3,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61N","ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY (measurement of bioelectric currents A61B; surgical instruments, devices or methods for transferring non-mechanical forms of energy to or from the body A61B0018000000; anaesthetic apparatus in general A61M; incandescent lamps H01K; infra-red radiators for heating H05B)","Rennes",35,NA,NA,NA,NA,NA,NA
"chu de saint-etienne",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Saint etienne",42,NA,NA,NA,NA,NA,NA
"chu de toulouse",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Toulouse",31,NA,NA,NA,NA,NA,NA
"chu hopitaux de bordeaux",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Bordeaux",33,NA,NA,NA,NA,NA,NA
"chu montpellier",2,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus","B82Y","see the relevant classes for industrial apparatus","Montpellier",34,NA,NA,NA,NA,NA,NA
"chu nantes",22,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION, STERILISATION, OR DEODORISATION OF AIR; CHEMICAL ASPECTS OF BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES; MATERIALS FOR BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES (preservation of bodies or disinfecting characterised by the agent employed A01N; preserving, e.g. sterilising, food or foodstuffs A23; preparations for medical, dental or toilet purposes A61K)","Nantes",44,NA,NA,NA,NA,NA,NA
"chu strasbourg, les hopitaux universitaires de strasbourg",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Strasbourg",67,NA,NA,NA,NA,NA,NA
"chu, nantes",6,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000, C25B0007000000)","Nantes",44,NA,NA,NA,NA,NA,NA
"cie europe",6,"A47F","SPECIAL FURNITURE",NA,NA,NA,59,NA,NA,NA,NA,NA,NA
"ciel et terre international",5,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets","B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation, heating, cooling, or air-conditioning B63J0002000000)","Sainghin en Melantois",59,NA,NA,NA,NA,NA,NA
"cimbaro, yohann",1,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"Saint",97,NA,NA,NA,NA,NA,NA
"cime bocuze",2,"B22F","WORKING METALLIC POWDER; MANUFACTURE OF ARTICLES FROM METALLIC POWDER; MAKING METALLIC POWDER (processes or devices for granulating materials in general B01J0002000000; making ceramics by compacting or sintering C04B","F42B","e.g. C04B0035640000; for the production of metals as such","Saint Pierre en Faucigny",74,NA,NA,NA,NA,NA,NA
"ciments francais",16,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF",NA,NA,"Puteaux",92,NA,NA,NA,NA,NA,NA
"cinqpats",4,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Limours",91,NA,NA,NA,NA,NA,NA
"cip systems",2,"B08B","CLEANING IN GENERAL; PREVENTION OF FOULING IN GENERAL (brushes A46; devices for domestic or like cleaning A47L; separation of particles from liquids or gases B01D; separation of solids B03","B65G","B07; spraying or applying liquids or other fluent materials to surfaces in general B05; cleaning devices for conveyers B65G0045100000; concurrent cleaning","Lezennes",59,NA,NA,NA,NA,NA,NA
"cipal",5,"B66C","CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES","E01B","CAPSTANS","Le Bignon",44,NA,NA,NA,NA,NA,NA
"circeo partners",2,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","B65D","FLOWERS","Venissieux",69,NA,NA,NA,NA,NA,NA
"circor industria",4,"F16K","VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING","F23N","REGULATING OR CONTROLLING COMBUSTION (control devices specially adapted for combustion apparatus in which combustion takes place in a fluidised bed of fuel or other particles F23C0010280000; condition responsive controls for regulating combustion in domestic stoves with open fires for solid fuel F24B0001187000)","Le Plessis Trevise",94,NA,NA,NA,NA,NA,NA
"cirillo, carolina",2,"A43B","CHARACTERISTIC FEATURES OF FOOTWEAR; PARTS OF FOOTWEAR","A43C","FASTENINGS OR ATTACHMENTS FOR FOOTWEAR; LACES IN GENERAL","Paris",75,NA,NA,NA,NA,NA,NA
"cirmeca",2,"B65B","MACHINES","B65D","APPARATUS OR DEVICES FOR","Menetou Salon",18,NA,NA,NA,NA,NA,NA
"cisbio bioassays",6,"C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","Codolet",30,NA,NA,NA,NA,NA,NA
"cita production",1,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES",NA,NA,"Lamarche",21,NA,NA,NA,NA,NA,NA
"citel",11,"H02H","EMERGENCY PROTECTIVE CIRCUIT ARRANGEMENTS (indicating or signalling undesired working conditions G01R","H01T","SPARK GAPS; OVERVOLTAGE ARRESTERS USING SPARK GAPS; SPARKING PLUGS; CORONA DEVICES; GENERATING IONS TO BE INTRODUCED INTO NON-ENCLOSED GASES (working of metal by the action of a high concentration of electric current B23H; welding, e.g. arc welding, electron beam welding or electrolytic welding, B23K; gas-filled discharge tubes with solid cathode H01J0017000000; electric arc lamps H05B0031000000)","Sevres",92,NA,NA,NA,NA,NA,NA
"citelum",2,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000","H02J","B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000","Paris",75,NA,NA,NA,NA,NA,NA
"citrage",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS","Creteil",94,NA,NA,NA,NA,NA,NA
"city zen sciences",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","D03D","e.g. G01N0033480000)","Paris",75,NA,NA,NA,NA,NA,NA
"citykomi",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Colombelles",14,NA,NA,NA,NA,NA,NA
"citypassenger",2,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Les Ulis",91,NA,NA,NA,NA,NA,NA
"ciuch solutions",1,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Tourcoing",59,NA,NA,NA,NA,NA,NA
"civardi, bruno",2,"B60K","ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS; AUXILIARY DRIVES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING","B61H","AIR INTAKE","Paris",75,NA,NA,NA,NA,NA,NA
"cizeta medicali france",3,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Montrond",18,NA,NA,NA,NA,NA,NA
"cjb revolution",1,"B62B","HAND-PROPELLED VEHICLES",NA,NA,"Vieille Toulouse",31,NA,NA,NA,NA,NA,NA
"ck industries",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Marcoux",42,NA,NA,NA,NA,NA,NA
"cl investissements",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Serbannes",37,NA,NA,NA,NA,NA,NA
"claas tractor",115,"A01B","SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS","B60K","ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS; AUXILIARY DRIVES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING, AIR INTAKE, GAS EXHAUST, OR FUEL SUPPLY, OF PROPULSION UNITS, IN VEHICLES","Velizy Villacoublay",78,NA,NA,NA,NA,NA,NA
"claire fontaine s.a. par abreviation c.f.",2,"A01B","SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS","A01D","DETAILS","La Chapelle Basse Mer",44,NA,NA,NA,NA,NA,NA
"claranor",4,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION","B65G","TRANSPORT OR STORAGE DEVICES, e.g. CONVEYERS FOR LOADING OR TIPPING; SHOP CONVEYER SYSTEMS; PNEUMATIC TUBE CONVEYERS (transport or storage devices used in a particular handling or treatment of articles or materials, see the relevant subclass, e.g. in metal-working B21D0043000000, B23Q0007000000, B23Q0041020000; vehicle, railway, sea or aircraft aspects B60-B64; transportation, conveyor or haulage systems specially adapted for motor vehicle or trailer assembly lines B62D0065180000; in packaging B65B; handling thin or filamentary materials B65H; hoisting, lifting, hauling, e.g. truck loaders B66; handling liquids B67; specially adapted to underground conditions E21F0013000000; storing or distributing gases or liquids F17; in handling radioactive materials G21C0019000000)",NA,84,NA,NA,NA,NA,NA,NA
"clariance",19,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","Beaurains",62,NA,NA,NA,NA,NA,NA
"clariant healthcare packaging",20,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","B01D","SEPARATION (separating solids from solids by wet methods B03B, B03D, by pneumatic jigs or tables B03B, by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges B04B; presses per se for squeezing-out liquid from liquid-containing material B30B0009020000)","Choisy le Roi",94,NA,NA,NA,NA,NA,NA
"clariant production",9,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","B01D","SEPARATION (separating solids from solids by wet methods B03B, B03D, by pneumatic jigs or tables B03B, by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges B04B; presses per se for squeezing-out liquid from liquid-containing material B30B0009020000)","Choisy le Roi",94,NA,NA,NA,NA,NA,NA
"claripharm",3,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","Alban",22,NA,NA,NA,NA,NA,NA
"clarteis",1,"H03K","PULSE TECHNIQUE (measuring pulse characteristics G01R; mechanical counters having an electrical input G06M; information storage devices in general G11; sample-and-hold arrangements in electric analogue stores G11C0027020000; construction of switches involving contact making and breaking for generation of pulses",NA,NA,"Sophia Antipolis",65,NA,NA,NA,NA,NA,NA
"claudel, gilbert",1,"B60K","ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS; AUXILIARY DRIVES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING",NA,NA,"Brunstatt",68,NA,NA,NA,NA,NA,NA
"clause",1,"A01H","NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES",NA,NA,"Portes les Valence",26,NA,NA,NA,NA,NA,NA
"claustre, fanny",1,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING",NA,NA,"Port",NA,NA,NA,NA,NA,NA,NA
"claveau, jean-noel",1,"B41F","PRINTING MACHINES OR PRESSES (machines for manufacturing footwear incorporating printing or embossing apparatus A43D",NA,NA,"Aromas",39,NA,NA,NA,NA,NA,NA
"clavel, benjamin yvan",1,"A01C","PLANTING; SOWING; FERTILISING (combined with general working of soil A01B0049040000; parts",NA,NA,"Mons",34,NA,NA,NA,NA,NA,NA
"clayrton's",2,"A47G","HOUSEHOLD OR TABLE EQUIPMENT (book-ends A47B0065000000; knives B26B)","B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","Roubaix",59,NA,NA,NA,NA,NA,NA
"clean drone",3,"A47L","DOMESTIC WASHING OR CLEANING (brushes A46B; cleaning quantities of bottles or of other hollow articles of one kind B08B0009000000; laundry D06F); SUCTION CLEANERS IN GENERAL (cleaning in general B08)","B08B","CLEANING IN GENERAL; PREVENTION OF FOULING IN GENERAL (brushes A46; devices for domestic or like cleaning A47L; separation of particles from liquids or gases B01D; separation of solids B03","Auriol",13,NA,NA,NA,NA,NA,NA
"cleanea",1,"C02F","TREATMENT OF WATER",NA,NA,"Puteaux",92,NA,NA,NA,NA,NA,NA
"cleanis",2,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","A61G","OR PREVENTING COLLAPSING OF","Arcueil",94,NA,NA,NA,NA,NA,NA
"clearsy",4,"B61L","GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC (brakes or auxiliary equipment B61H",NA,NA,"Aix en Provence",13,NA,NA,NA,NA,NA,NA
"cleef system",1,"C02F","TREATMENT OF WATER",NA,NA,"Chateaurenard",13,NA,NA,NA,NA,NA,NA
"clegg, brian frederick",2,"E05D","HINGES OR OTHER SUSPENSION DEVICES FOR DOORS","E06B","WINDOWS","Aubin",79,NA,NA,NA,NA,NA,NA
"clemessy",3,"B25B","TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR","B25H","FOR FASTENING","Mulhouse",68,NA,NA,NA,NA,NA,NA
"clermont, eric",3,"B05B","SPRAYING APPARATUS; ATOMISING APPARATUS; NOZZLES (spray-mixers with nozzles B01F0005200000; processes for applying liquids or other fluent materials to surfaces by spraying B05D)","B05C","APPARATUS FOR APPLYING LIQUIDS OR OTHER FLUENT MATERIALS TO SURFACES","Sainte Pazanne",44,NA,NA,NA,NA,NA,NA
"clesse industries",2,"F16K","VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING","F17C","VESSELS FOR CONTAINING OR STORING COMPRESSED","Cournon d Auvergne",63,NA,NA,NA,NA,NA,NA
"cleverade",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Valbonne",65,NA,NA,NA,NA,NA,NA
"clevexel pharma",4,"C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000",NA,NA,"Maisons Alfort",75,NA,NA,NA,NA,NA,NA
"clextral",6,"A23P","SHAPING OR WORKING OF FOODSTUFFS","B01F","NOT FULLY COVERED BY A SINGLE OTHER SUBCLASS (shaping substances in a plastic state in general B29C)","Firminy",42,NA,NA,NA,NA,NA,NA
"clickon",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Neuilly sur Seine",92,NA,NA,NA,NA,NA,NA
"clim assistance",1,"B60H","ARRANGEMENTS OR ADAPTATIONS OF HEATING",NA,NA,"Fleurieux sur l Arbresle",69,NA,NA,NA,NA,NA,NA
"clim8",3,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)","Tassin la Demi Lune",69,NA,NA,NA,NA,NA,NA
"climats",2,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus","F21V","see the relevant classes for industrial apparatus","Eyrans",33,NA,NA,NA,NA,NA,NA
"clinique beau-soleil",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Montpellier",34,NA,NA,NA,NA,NA,NA
"cliris",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Courbevoie",92,NA,NA,NA,NA,NA,NA
"clisson, laurent",1,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING",NA,NA,"Bourg la Reine",92,NA,NA,NA,NA,NA,NA
"cll pharma",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Nice",62,NA,NA,NA,NA,NA,NA
"clopet, cyril",3,"F16H","GEARING","F16G","BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES; CHAINS; FITTINGS PREDOMINANTLY USED THEREFOR","Pirey",25,NA,NA,NA,NA,NA,NA
"clufix",1,"B21D","WORKING OR PROCESSING OF SHEET METAL OR METAL TUBES",NA,NA,"Cluses",74,NA,NA,NA,NA,NA,NA
"clyde union s.a.s",2,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers",NA,NA,"Annecy",74,NA,NA,NA,NA,NA,NA
"cm conception",1,"B68G","METHODS",NA,NA,"Tregueux",22,NA,NA,NA,NA,NA,NA
"cm dupon",1,"B65H","HANDLING THIN OR FILAMENTARY MATERIAL",NA,NA,"Crolles",38,NA,NA,NA,NA,NA,NA
"cmi'nov",7,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","Monistrol sur Loire",43,NA,NA,NA,NA,NA,NA
"cmx security",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Les Molieres",91,NA,NA,NA,NA,NA,NA
"cn2p",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,NA,92,NA,NA,NA,NA,NA,NA
"cnam conservatoire national des arts des metiers",2,"H04B","TRANSMISSION (transmission systems for measured values","H04L","control or similar signals G08C; speech analysis or synthesis G10L; coding","Paris",75,NA,NA,NA,NA,NA,NA
"cnam-conservatoire national des arts et metiers",8,"B21D","WORKING OR PROCESSING OF SHEET METAL OR METAL TUBES",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"cnh industrial france",42,"A01D","HARVESTING; MOWING",NA,NA,"Morigny Champigny",91,NA,NA,NA,NA,NA,NA
"cnim environnement & energie services",5,"F01N","GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL; GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR INTERNAL-COMBUSTION ENGINES (arrangements in connection with gas exhaust of propulsion units in vehicles B60K0013000000; combustion-air intake silencers specially adapted for","F23G","or arranged on","Paris",75,NA,NA,NA,NA,NA,NA
"cnim groupe",1,"B63H","MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000; peculiar to submarines",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"cnrs",4247,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Paris",75,2,NA,NA,"Anglais, Communication, Contrôle de version, Gestion de Projets, Git, Programmation, Python, Statistique, modélisation, équipe",35286,38
"coatex",157,"C08F","MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (production of liquid hydrocarbon mixtures from lower carbon number hydrocarbons","C09D","COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS; FILLING PASTES; CHEMICAL PAINT OR INK REMOVERS; INKS; CORRECTING FLUIDS; WOODSTAINS; PASTES OR SOLIDS FOR COLOURING OR PRINTING; USE OF MATERIALS THEREFOR (cosmetics A61K; processes for applying liquids or other fluent materials to surfaces, in general, B05D; staining wood B27K0005020000; glazes or vitreous enamels C03C; natural resins, French polish, drying-oils, driers, turpentine, per se, C09F; polishing compositions other than French polish, ski waxes C09G; adhesives or use of materials as adhesives C09J; materials for sealing or packing joints or covers C09K0003100000; materials for stopping leaks C09K0003120000; processes for the electrolytic or electrophoretic production of coatings C25D)","Genay",69,NA,NA,NA,NA,NA,NA
