"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main"
"sea food container manufacture",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Marseille","13"
"sea proven",1,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Saint Jean sur Mayenne","53"
"seabubbles",1,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Paris","75"
"seadelicious",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Verines",NA
"seair",4,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation","B63H","MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000; peculiar to submarines, other than nuclear propulsion, B63G; peculiar to torpedoes F42B0019000000)","Lorient","56"
"sealock",1,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF",NA,NA,"Sallaumines","62"
"searov offshore",1,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Frontignan","34"
"seaturns",1,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Bordeaux","33"
"seaver",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Paris","75"
"seb",938,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES","D06F","LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES (apparatus for blocking, pressing, steaming, or stretching hats A42C; treating textile materials by liquids, gases or vapors D06B; chemical matters, seeD06L, D06M)","ecully","69"
"sebgo",1,"B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS",NA,NA,"","49"
"sebp pavailler",6,"A21B","BAKERS OVENS; MACHINES OR EQUIPMENT FOR BAKING (domestic baking equipment A47J0037000000; combustion apparatus F23; domestic stoves or ranges being wholly or partly ovens F24B","A47J","F24C)
A21B0001000000	Bakers ovens","Portes les Valence","26"
"secatol",12,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","E04G","e.g. BAGS","Saint Benoit","86"
"seche eco industries",1,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF",NA,NA,"Change","53"
"secludit",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Valbonne","65"
"secmil",2,"B08B","CLEANING IN GENERAL; PREVENTION OF FOULING IN GENERAL (brushes A46; devices for domestic or like cleaning A47L; separation of particles from liquids or gases B01D; separation of solids B03","B65F","B07; spraying or applying liquids or other fluent materials to surfaces in general B05; cleaning devices for conveyers B65G0045100000; concurrent cleaning","Verneuil sur Vienne","87"
"seco - e.p.b.",3,"F16F","SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION","B23B","TURNING; BORING (using an electrode which takes the place of a tool B23H, e.g. making holes B23H0009140000; working by laser beam B23K0026000000; arrangements for copying or controlling B23Q)","Bouxwiller","67"
"seco tools tooling systems",5,"B23B","TURNING; BORING (using an electrode which takes the place of a tool B23H",NA,NA,"Bouxwiller","67"
"seco-e.p.b.",9,"B23B","TURNING; BORING (using an electrode which takes the place of a tool B23H","B23C","MILLING (broaching B23D; broach-milling in making gears B23F; arrangements for copying or controlling B23Q)","Bouxwiller","67"
"secril",2,"A01J","MANUFACTURE OF DAIRY PRODUCTS (preservation",NA,NA,"Martignat","11"
"secure-ic",27,"H04L","TRANSMISSION OF DIGITAL INFORMATION","H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets, inductors, transformers H01F; capacitors in general H01G; electrolytic devices H01G0009000000; batteries, accumulators H01M; waveguides, resonators, or lines of the waveguide type H01P; line connectors, current collectors H01R; stimulated-emission devices H01S; electromechanical resonators H03H; loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers H04R; electric light sources in general H05B; printed circuits, hybrid circuits, casings or constructional details of electrical apparatus, manufacture of assemblages of electrical components H05K; use of semiconductor devices in circuits having a particular application, see the subclass for the application);","Cesson Sevigne","35"
"sedatelec",1,"A61H","PHYSICAL THERAPY APPARATUS",NA,NA,"Irigny","69"
"sede environnement",1,"C01D","COMPOUNDS OF ALKALI METALS",NA,NA,"Arras","62"
"sedere",1,"A61M","DEVICES FOR INTRODUCING MEDIA INTO",NA,NA,"Alfortville","94"
"sederma",37,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS","A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","Le Perray en Yvelines","78"
"sedi-ati fibres optiques",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Courcouronnes","91"
"sediver",3,"H01B","CABLES; CONDUCTORS; INSULATORS; SELECTION OF MATERIALS FOR THEIR CONDUCTIVE","H02G","INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES (insulated conductors or cables with arrangements for facilitating mounting or securing H01B0007400000; distribution points incorporating switches H02B; guiding telephone cords H04M0001150000; cable ducts or mountings for telephone or telegraph exchange installations H04Q0001060000)","Nanterre","92"
"sediver societe europeenne d'isolateurs en verre et composite",1,"H01B","CABLES; CONDUCTORS; INSULATORS; SELECTION OF MATERIALS FOR THEIR CONDUCTIVE",NA,NA,"Nanterre","92"
"sediver, societe europeenne d'isolateurs en verre et composite",2,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF","H01B","e.g. MORTARS","Nanterre","92"
"seeb automation",1,"B60C","VEHICLE TYRES (manufacture",NA,NA,"Saint Priest en Jarez","42"
"sef industrie",1,"H01R","ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS (switches",NA,NA,"Fontenay Tresigny","77"
"sefam",1,"A61M","DEVICES FOR INTRODUCING MEDIA INTO",NA,NA,"Neuilly sur Seine","92"
"sefmat",2,"F23D","BURNERS (generating combustion products of high pressure or high velocity F23R)","F23Q","IGNITION (devices for igniting matches A24F;  chemical igniters C06C0009000000); EXTINGUISHING DEVICES","Le Haillan","33"
"segard, jean-baptiste",1,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000",NA,NA,"Saint Germain en Laye","78"
"segton adt",3,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Versailles","78"
"segton advanced technologie",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Versailles","77"
"segton advanced technology",3,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Versailles","78"
"seguin moreau&co",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Merpins","16"
"seguin, daniel",1,"B26D","CUTTING; DETAILS COMMON TO MACHINES FOR SEVERING",NA,NA,"Champagney","70"
"seguin, pa",3,"C08G","MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P)","C08K","USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTS (paints","Coignieres","78"
"segula engineering france",2,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","B63B","OR PREVENTING COLLAPSING OF","Nanterre","92"
"segula matra automotive",1,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Nanterre","92"
"segula matra technologies",3,"A61G","TRANSPORT",NA,NA,"Nanterre","92"
"seifel",2,"H01H","ELECTRIC SWITCHES; RELAYS; SELECTORS; EMERGENCY PROTECTIVE DEVICES (contact cables H01B0007100000; electrolytic self-interrupters H01G0009180000; emergency protective circuit arrangements H02H; switching by electronic means without contact-making H03K0017000000)","H01R","ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS (switches","Saint Malo","35"
"sekrane, gerard",3,"A01B","SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS","A01G","DETAILS","Pau","64"
"selenium medical",12,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","La Rochelle","17"
"selerys",3,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","H01Q","AERIALS (microwave radiators for near-field therapeutic treatment A61N0005040000; apparatus for testing aerials or for measuring aerial characteristics G01R; waveguides H01P; radiators or aerials for microwave heating H05B0006720000)","Rousset","13"
"selexel",2,"A61M","DEVICES FOR INTRODUCING MEDIA INTO","A61P","OR ONTO","Toulouse","31"
"selkis",2,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","C07C","e.g. AS DISINFECTANTS","Boulogne Billancourt","92"
"selni",4,"H02K","DYNAMO-ELECTRIC MACHINES (measuring instruments G01; dynamo-electric relays H01H0053000000; conversion of dc or ac input power into surge output power H02M0009000000; loudspeakers","H02P","CONTROL OR REGULATION OF ELECTRIC MOTORS, GENERATORS, OR DYNAMO-ELECTRIC CONVERTERS; CONTROLLING TRANSFORMERS, REACTORS OR CHOKE COILS (structure of the starter, brake, or other control devices, see the relevant subclasses, e.g. mechanical brake F16D, mechanical speed regulator G05D, variable resistor H01C, starter switch H01H; systems for regulating electric or magnetic variables using transformers, reactors or choke coils G05F; arrangements structurally associated with motors, generators, dynamo-electric converters, transformers, reactors or choke coils, see the relevant subclasses, e.g. H01F, H02K; connection or control of one generator, transformer, reactor, choke coil, or dynamo-electric converter with regard to conjoint operation with similar or other source of supply H02J; control or regulation of static converters H02M)","Nevers","58"
"sema",9,"E21F","SAFETY DEVICES",NA,NA,"Nanterre","92"
"semap composite",2,"H02G","INSTALLATION OF ELECTRIC CABLES OR LINES",NA,NA,"Bogny sur Meuse","81"
"semay, jean-marc",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Saint Priest en Jarez","42"
"semco",2,"A61H","PHYSICAL THERAPY APPARATUS",NA,NA,"La Tour du Pin","38"
"semco technologies",3,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets","B25J","MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits, vegetables, hops or the like A01D0046300000; needle manipulators for surgery A61B0017062000; manipulators associated with rolling mills B21B0039200000; manipulators associated with forging machines B21J0013100000; means for holding wheels or parts thereof B60B0030000000; cranes B66C; arrangements for handling fuel or other materials which are used within nuclear reactors G21C0019000000; structural combination of manipulators with cells or rooms shielded against radiation G21F0007060000)","Castelnau le Lez","34"
"semences innovation protection recherche et environnement",2,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","C07D","e.g. AS DISINFECTANTS","Achicourt","62"
"semiconsultor",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Saint Maximin la Sainte Baume","83"
"semikron",1,"H02M","APPARATUS FOR CONVERSION BETWEEN AC AND AC",NA,NA,"Sartrouville","78"
"semiocare",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris","75"
"semm logging",1,"E21B","EARTH OR ROCK DRILLING (mining",NA,NA,"Vesdun","18"
"semso",2,"B65B","MACHINES","B65G","APPARATUS OR DEVICES FOR","Hastingues","40"
"send only oked documents",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"La Rochelle","17"
"senegas, jacques",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Merignac","33"
"senfa",1,"D06P","DYEING OR PRINTING TEXTILES; DYEING LEATHER",NA,NA,"Selestat","67"
"seninck, nathalie",2,"B08B","CLEANING IN GENERAL; PREVENTION OF FOULING IN GENERAL (brushes A46; devices for domestic or like cleaning A47L; separation of particles from liquids or gases B01D; separation of solids B03","B23K","B07; spraying or applying liquids or other fluent materials to surfaces in general B05; cleaning devices for conveyers B65G0045100000; concurrent cleaning","Dordives","45"
"senior aerospace ermeto",1,"F16K","VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING",NA,NA,"Fosse","41"
"senior flexonics blois",1,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES",NA,NA,"Blois","41"
"senseor",4,"B60C","VEHICLE TYRES (manufacture","H03H","IMPEDANCE NETWORKS, e.g. RESONANT CIRCUITS; RESONATORS (measuring, testing G01R; arrangements for producing a reverberation or echo sound G10K0015080000; impedance networks or resonators consisting of distributed impedances, e.g. of the waveguide type, H01P; control of amplification, e.g. bandwidth control of amplifiers, H03G; tuning resonant circuits, e.g. tuning coupled resonant circuits, H03J; networks for modifying the frequency characteristics of communication systems H04B)","Sophia Antipolis","65"
"sensient cosmetic technologies",5,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS","C09C","TREATMENT OF INORGANIC MATERIALS, OTHER THAN FIBROUS FILLERS, TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES (preparation of inorganic compounds or non-metallic elements C01; treatment of materials specially adapted to enhance their filling properties in mortars, concrete or artificial stone C04B0014000000, C04B0018000000, C04B0020000000); PREPARATION OF CARBON BLACK","Saint Ouen l Aumone","95"
"sensix",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Poitiers","86"
"sensome",6,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","Massy","91"
"sensorion",8,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Montpellier","34"
"senstronic",3,"B25J","MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits","H03K","vegetables","Saverne","67"
"sensup",1,"H01S","DEVICES USING STIMULATED EMISSION",NA,NA,"Cesson Sevigne","35"
"sentinhealth",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Paris","75"
"sept plus un",1,"A61H","PHYSICAL THERAPY APPARATUS",NA,NA,"Guerande","44"
"septeos",5,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris","75"
"septodont ou septodont sas ou specialites septodont",7,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION","C08L","COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F, C08G; artificial filaments or fibres D01F; textile treating compositions D06)","Saint Maur des Fosses","94"
"sequans communications",29,"H04L","TRANSMISSION OF DIGITAL INFORMATION","H04B","TRANSMISSION (transmission systems for measured values, control or similar signals G08C; speech analysis or synthesis G10L; coding, decoding or code conversion, in general H03M; broadcast communication H04H; multiplex systems H04J; secret communication H04K; transmission of digital information H04L; wireless communication networks H04W)","Colombes","92"
"sequeris",2,"H03K","PULSE TECHNIQUE (measuring pulse characteristics G01R; mechanical counters having an electrical input G06M; information storage devices in general G11; sample-and-hold arrangements in electric analogue stores G11C0027020000; construction of switches involving contact making and breaking for generation of pulses",NA,NA,"Paris","75"
"sequrenet",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Paris","75"
"sera ingenerie",1,"B60B","VEHICLE WHEELS (making wheels or wheel parts by rolling B21H0001000000",NA,NA,"Villebon","91"
"serac group",20,"B65G","TRANSPORT OR STORAGE DEVICES","B65B","MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS; UNPACKING (bundling and pressing devices for cigars A24C0001440000; paper-bag holders as shop or office accessories A47F0013080000; apparatus for coating, e.g. by dipping, B05C; devices for tensioning and securing binders adapted to be supported by the article or articles to be bound B25B; nailing or stapling devices B25C, B27F; inserting documents in envelopes and closing the latter B43M0003000000, B43M0005000000; labelling B65C; wrappers, containers or other packaging elements, e.g. binders, closures, protective caps, B65D; transport or storage devices B65G; devices for handling sheets or webs of interest apart from their application in packaging machines B65H; applying closure members to bottles, jars or similar containers B67B; hand- or power-operated devices not attached to, or not incorporated in, containers or container closures for opening closed containers B67B0007000000; packaging of matches C06F; wrapping sugar during manufacture C13B0045020000; packaging of ammunition or explosive charges F42B0039000000; making containers or receptacles, see the appropriate subclasses);","La Ferte Bernard","72"
"seran, patrick",1,"F23Q","IGNITION (devices for igniting matches A24F;  chemical igniters C06C0009000000); EXTINGUISHING DEVICES",NA,NA,"Poucharramet","31"
"serapid",1,"F16G","BELTS",NA,NA,"Londinieres","76"
"serapid - france",3,"F16G","BELTS","F16H","GEARING","Rouxmesnil Bouteilles","76"
"serapid france",1,"F16G","BELTS",NA,NA,"Londinieres","76"
"sercel",21,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation","E21B","heating","Carquefou","44"
"serdex",1,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Paris","75"
"sereme",1,"B61L","GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC (brakes or auxiliary equipment B61H",NA,NA,"Bondoufle","91"
"serenicity",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Saint etienne","42"
"serenite-forceville",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Suresnes","92"
"serep",2,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C02F","e.g. CATALYSIS","Le Havre","76"
"serge ferrari",11,"D03D","WOVEN FABRICS; METHODS OF WEAVING; LOOMS","E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS","Saint Jean de Soudain","38"
"serge hasle camille",1,"B41F","PRINTING MACHINES OR PRESSES (machines for manufacturing footwear incorporating printing or embossing apparatus A43D",NA,NA,"Luynes","37"
"sergeant, marc antoine",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Douai","59"
"sergent, yann",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","B65B","B03D","Guisseny","29"
"sericyne",1,"D04H","MAKING TEXTILE FABRICS",NA,NA,"Paris","75"
"serimax",7,"B23K","SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY",NA,NA,"Mitry Mory","77"
"serimax holdings",2,"B05B","SPRAYING APPARATUS; ATOMISING APPARATUS; NOZZLES (spray-mixers with nozzles B01F0005200000; processes for applying liquids or other fluent materials to surfaces by spraying B05D)","F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES","Villepinte","93"
"seriplast",5,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Oyonnax","11"
"sermeta",4,"F23D","BURNERS (generating combustion products of high pressure or high velocity F23R)",NA,NA,"Morlaix","29"
"serre, gilles",1,"B63H","MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000; peculiar to submarines",NA,NA,"Yerres","91"
"sert",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Blanquefort","33"
"serv trayvou interverrouillage",3,"B62B","HAND-PROPELLED VEHICLES","B64F","e.g. HAND CARTS OR PERAMBULATORS; SLEDGES (characterised by animal propulsion B62C; propulsion of sledges by driver or engine B62M)","Montreuil","93"
"servanin, xavier",1,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES",NA,NA,"Tassin la Demi Lune","69"
"service departemental metropolitain d'incendie et de secours",1,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus",NA,NA,"Lyon","69"
"service industrie sante novam",1,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES",NA,NA,"Valenton","94"
"service petroliers schlumberger",7,"E21B","EARTH OR ROCK DRILLING (mining",NA,NA,"Paris","75"
"services petroliers schlumberger",856,"E21B","EARTH OR ROCK DRILLING (mining","C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF, e.g. MORTARS, CONCRETE OR LIKE BUILDING MATERIALS; ARTIFICIAL STONE; CERAMICS (devitrified glass-ceramics C03C0010000000); REFRACTORIES (alloys based on refractory metals C22C); TREATMENT OF NATURAL STONE","Paris","75"
"servicetag",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Neuilly sur Seine","92"
"servouse, jean-loup",3,"C08G","MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS (fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture C12P)","C08K","USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTS (paints","Toulouse","31"
"seti-tec",5,"B23B","TURNING; BORING (using an electrode which takes the place of a tool B23H",NA,NA,"Lognes","77"
"setic",1,"D07B","ROPES OR CABLES IN GENERAL (joining ropes or cables to one another or to other objects B65H0069000000",NA,NA,"Roanne","42"
"setiey, louis",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Gleize","69"
"setup performance",12,"C08J","WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES  C08B","C08L","C08C","Frontonas","38"
"seva technologies",1,"C06D","MEANS FOR GENERATING SMOKE OR MIST; GAS-ATTACK COMPOSITIONS; GENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART)",NA,NA,"Paris","75"
"sevestre, francois-xavier",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61F","e.g. G01N0033480000)","Rennes","35"
"sewosy, societe par actions simplifiee",8,"E05C","BOLTS OR FASTENING DEVICES FOR WINGS","E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS","Bernolsheim","67"
"sf solutions",1,"B66C","CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES",NA,NA,"Florange","57"
"sfc panadayle",2,"A47K","SANITARY EQUIPMENT NOT OTHERWISE PROVIDED FOR (connecting to water supply or waste pipe","B65H","sinks E03C; water-closets E03D); TOILET ACCESSORIES (cosmetic equipment A45D)","Genas","69"
"sg2c",3,"B65G","TRANSPORT OR STORAGE DEVICES","A21C","MACHINES OR EQUIPMENT FOR MAKING OR PROCESSING DOUGHS; HANDLING BAKED ARTICLES MADE FROM DOUGH","Saint Viaud","44"
"sgd",15,"C03C","CHEMICAL COMPOSITION OF GLASSES",NA,NA,"Puteaux","92"
"sgd parfumerie france",1,"B41F","PRINTING MACHINES OR PRESSES (machines for manufacturing footwear incorporating printing or embossing apparatus A43D",NA,NA,"Puteaux","92"
"shakti",2,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","G01B","FLOWERS","Marseille","13"
"shark",1,"A42B","HATS; HEAD COVERINGS (headbands",NA,NA,"Marseille","13"
"shift-up engineering",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Herouville","14"
"shiseido international france",2,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS","C03B","MANUFACTURE OR SHAPING OF GLASS","Paris","75"
"shoot hunting outdoor",2,"F42B","EXPLOSIVE CHARGES",NA,NA,"Briatexte","81"
"shoulder friends institute",6,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)","Paris","75"
"shrivastava, lea",1,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Cebazat","63"
"shrivastava, remi",1,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Cebazat","63"
